ANID,Ware,Country,Province,Site_Name,Ceramic Type,As,La,Lu,Nd,Sm,U,Yb,Ce,Co,Cr,Cs,Eu,Fe,Hf,Ni,Rb,Sb,Sc,Sr,Ta,Tb,Th,Zn,Zr,Al,Ba,Ca,Dy,K,Mn,Na,Ti,V,,,
*PCD435,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD436,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD437,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD439,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD445,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD 446,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD447,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD44,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD456,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD461,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD462,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD463,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD464,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD466,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD470,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD471,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD481,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD482,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD482,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD483,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD484,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD486,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD488,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD489,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD494,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD495,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD496,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD497,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD498,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD513,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD514,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD515,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD516,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD517,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD518,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD519,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD520,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD521,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD523,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD524,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD525,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD526,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD527,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD528,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD529,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD530,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD532,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD533,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD534,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD535,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD536,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD537,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD538,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD539,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD540,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD541,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD542,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD543,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD545,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD546,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD547,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD548,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD551,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD552,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD554,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD560,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD561,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD562,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD563,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD564,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD566,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD567,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD569,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD570,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD571,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD573,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD574,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD575,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD576,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD577,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD579,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD580,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD581,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD582,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD583,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD584,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD585,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD587,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD588,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD589,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD590,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD597,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD600,Redwares,Guatemala,Peten,Nixtun Ch'ich',Paxcamàn Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD469,Redwares,Guatemala,Peten,Nixtun Ch'ich',Ixpop Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD500,Redwares,Guatemala,Peten,Nixtun Ch'ich',Ixpop Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD555,Redwares,Guatemala,Peten,Nixtun Ch'ich',Ixpop Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD558,Redwares,Guatemala,Peten,Nixtun Ch'ich',Ixpop Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD559,Redwares,Guatemala,Peten,Nixtun Ch'ich',Ixpop Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD591,Redwares,Guatemala,Peten,Nixtun Ch'ich',Ixpop Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD594,Redwares,Guatemala,Peten,Nixtun Ch'ich',Ixpop Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD596,Redwares,Guatemala,Peten,Nixtun Ch'ich',Ixpop Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD411,Redwares,Guatemala,Peten,Nixtun Ch'ich',Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD415,Redwares,Guatemala,Peten,Nixtun Ch'ich',Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD427,Redwares,Guatemala,Peten,Nixtun Ch'ich',Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD599,Redwares,Guatemala,Peten,Nixtun Ch'ich',Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD510,Redwares,Guatemala,Peten,Nixtun Ch'ich',Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD565,Redwares,Guatemala,Peten,Nixtun Ch'ich',Sacá Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD418,Redwares,Guatemala,Peten,Nixtun Ch'ich',Macanché Red-on-paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD419,Redwares,Guatemala,Peten,Nixtun Ch'ich',Macanché Red-on-paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD426,Redwares,Guatemala,Peten,Nixtun Ch'ich',Macanché Red-on-paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD430,Redwares,Guatemala,Peten,Nixtun Ch'ich',Macanché Red-on-paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD441,Redwares,Guatemala,Peten,Nixtun Ch'ich',Macanché Red-on-paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD443,Redwares,Guatemala,Peten,Nixtun Ch'ich',Macanché Red-on-paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD452,Redwares,Guatemala,Peten,Nixtun Ch'ich',Macanché Red-on-paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD556,Redwares,Guatemala,Peten,Nixtun Ch'ich',Macanché Red-on-paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD416,Redwares,Guatemala,Peten,Nixtun Ch'ich',Picú Incised: Picú Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD429,Redwares,Guatemala,Peten,Nixtun Ch'ich',Picú Incised: Picú Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD453,Redwares,Guatemala,Peten,Nixtun Ch'ich',Picú Incised: Picú Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD477,Redwares,Guatemala,Peten,Nixtun Ch'ich',Picú Incised: Picú Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD492,Redwares,Guatemala,Peten,Nixtun Ch'ich',Picú Incised: Picú Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD503,Redwares,Guatemala,Peten,Nixtun Ch'ich',Picú Incised: Picú Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD522,Redwares,Guatemala,Peten,Nixtun Ch'ich',Picú Incised: Thub Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD531,Redwares,Guatemala,Peten,Nixtun Ch'ich',Picú Incised: Thub Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD544,Redwares,Guatemala,Peten,Nixtun Ch'ich',Picú Incised: Thub Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD549,Redwares,Guatemala,Peten,Nixtun Ch'ich',Picú Incised: Thub Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD550,Redwares,Guatemala,Peten,Nixtun Ch'ich',Picú Incised: Thub Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD553,Redwares,Guatemala,Peten,Nixtun Ch'ich',Picú Incised: Thub Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD595,Redwares,Guatemala,Peten,Nixtun Ch'ich',Picú Incised: Thub Variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD438,Redwares,Guatemala,Peten,Nixtun Ch'ich',Fulano Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD449,Redwares,Guatemala,Peten,Nixtun Ch'ich',Fulano Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD451,Redwares,Guatemala,Peten,Nixtun Ch'ich',Fulano Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD473,Redwares,Guatemala,Peten,Nixtun Ch'ich',Fulano Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD413,Redwares,Guatemala,Peten,Nixtun Ch'ich',Trapeche Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD421,Redwares,Guatemala,Peten,Nixtun Ch'ich',Trapeche Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD459,Redwares,Guatemala,Peten,Nixtun Ch'ich',Trapeche Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD467,Redwares,Guatemala,Peten,Nixtun Ch'ich',Trapeche Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD475,Redwares,Guatemala,Peten,Nixtun Ch'ich',Trapeche Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD504,Redwares,Guatemala,Peten,Nixtun Ch'ich',Trapeche Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD507,Redwares,Guatemala,Peten,Nixtun Ch'ich',Trapeche Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD568,Redwares,Guatemala,Peten,Nixtun Ch'ich',Xuluc Incised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD412,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD420,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD423,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD425,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD442,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD444,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD450,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD454,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD458,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD460,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD465,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD468,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD472,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD474,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD476,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD478,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD491,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD506,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD508,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD510,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD557,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD572,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD578,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 * PCD586,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD592,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD593,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD598,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD599 ,Redwares,Guatemala,Peten,Nixtun Ch'ich',Topoxté Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*PCD428,Incensarios,Guatemala,Peten,Nixtun Ch'ich',Chilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD511,Incensarios,Guatemala,Peten,Nixtun Ch'ich',Chilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD402,Incensarios,Guatemala,Peten,Nixtun Ch'ich',Extranjeros Impressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD404,Incensarios,Guatemala,Peten,Nixtun Ch'ich',Fijate Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD487,Incensarios,Guatemala,Peten,Nixtun Ch'ich',Fijate Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD490,Incensarios,Guatemala,Peten,Nixtun Ch'ich',Fijate Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD408,Incensarios,Guatemala,Peten,Nixtun Ch'ich',Gotas Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
